time,bus,id,length,bitcount,mode,bytes,b1,b2,b3,b4,b5,b6,b7,b8
0.436449,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.436694,1,2C6,236000,122,Rx,8,00,00,00,18,00,00,00,E8
0.436902,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.437054,1,320,144000,76,Rx,3,00,20,46,,,,,
0.442428,1,20,148000,78,Rx,3,00,00,07,,,,,
0.442674,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
0.442922,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.443161,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
0.443397,1,2C4,228000,118,Rx,8,05,35,00,15,00,80,11,AE
0.444021,1,22,238000,123,Rx,8,01,FB,01,FD,00,00,00,24
0.444245,1,23,216000,112,Rx,7,02,20,01,F0,00,00,3D,
0.448521,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.448773,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
0.448981,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.452887,1,2D0,238000,123,Rx,8,0A,02,09,00,10,00,00,FF
0.454507,1,20,148000,78,Rx,3,00,00,07,,,,,
0.454775,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.455073,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
0.456107,1,22,238000,123,Rx,8,01,FB,01,FD,00,00,00,24
0.456327,1,23,212000,110,Rx,7,02,20,01,EE,00,00,3B,
0.460603,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.460830,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.461070,1,2C1,232000,120,Rx,8,08,FD,03,01,73,A8,00,EF
0.465145,1,340,216000,112,Rx,7,10,00,00,00,44,00,9E,
0.466192,1,2C4,228000,118,Rx,8,05,38,00,15,00,80,11,B1
0.466584,1,20,148000,78,Rx,3,00,00,07,,,,,
0.466830,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
0.467068,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
0.467316,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.468174,1,22,238000,123,Rx,8,01,FB,01,FC,00,00,00,23
0.468396,1,23,214000,111,Rx,7,02,22,01,F1,00,00,40,
0.468641,1,2C6,236000,122,Rx,8,00,00,00,18,00,00,00,E8
0.472652,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.472905,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
0.473113,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.478617,1,20,148000,78,Rx,3,00,00,07,,,,,
0.478885,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.479123,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
0.480209,1,22,238000,123,Rx,8,01,FB,01,FC,00,00,00,23
0.480429,1,23,212000,110,Rx,7,02,20,01,EF,00,00,3C,
0.484633,1,2D0,234000,121,Rx,8,09,FF,09,00,10,00,00,FB
0.484843,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.484995,1,320,144000,76,Rx,3,00,20,46,,,,,
0.485204,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.485630,1,56A,142000,75,Rx,3,54,10,80,,,,,
0.489733,1,2C4,230000,119,Rx,8,05,30,00,15,00,80,11,A9
0.490685,1,20,148000,78,Rx,3,00,00,07,,,,,
0.490932,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
0.491180,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.491418,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
0.492280,1,22,238000,123,Rx,8,01,FB,01,FD,00,00,00,24
0.492504,1,23,216000,112,Rx,7,02,22,01,F0,00,00,3F,
0.492814,1,2C1,228000,118,Rx,8,08,FD,02,01,71,A8,00,EC
0.496776,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.497028,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
0.497237,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.499976,1,2C6,236000,122,Rx,8,00,00,00,18,00,00,00,E8
0.502722,1,20,148000,78,Rx,3,00,00,07,,,,,
0.502991,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.503229,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
0.504321,1,22,238000,123,Rx,8,01,FB,01,FC,00,00,00,23
0.504545,1,23,216000,112,Rx,7,02,21,01,F0,00,00,3E,
0.508815,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.509043,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.513297,1,2C4,230000,119,Rx,8,05,2E,00,15,00,80,11,A7
0.513521,1,340,216000,112,Rx,7,10,00,00,00,44,00,9E,
0.514799,1,20,148000,78,Rx,3,00,00,07,,,,,
0.515045,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
0.515294,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.515532,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
0.516358,1,2D0,234000,121,Rx,8,09,F9,09,00,10,00,00,F5
0.516604,1,22,238000,123,Rx,8,01,FB,01,FC,00,00,00,23
0.516824,1,23,212000,110,Rx,7,02,20,01,EF,00,00,3C,
0.520892,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.521144,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
0.521352,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.524544,1,2C1,230000,119,Rx,8,08,FD,04,01,69,A8,00,E6
0.526856,1,20,148000,78,Rx,3,00,00,07,,,,,
0.527124,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.527363,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
0.528452,1,22,238000,123,Rx,8,01,FB,01,FD,00,00,00,24
0.528675,1,23,214000,111,Rx,7,02,22,01,F1,00,00,40,
0.531726,1,2C6,236000,122,Rx,8,00,00,00,18,00,00,00,E8
0.532974,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.533127,1,320,144000,76,Rx,3,00,20,46,,,,,
0.533335,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.536833,1,2C4,232000,120,Rx,8,05,2A,00,15,00,80,11,A3
0.538945,1,20,148000,78,Rx,3,00,00,07,,,,,
0.539191,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
0.539439,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.539677,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
0.540535,1,22,238000,123,Rx,8,01,FA,01,FD,00,00,00,23
0.540760,1,23,216000,112,Rx,7,02,21,01,F0,00,00,3E,
0.545151,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.545404,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
0.545612,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.548106,1,2D0,232000,120,Rx,8,09,F1,09,00,10,00,00,ED
0.551142,1,20,148000,78,Rx,3,00,00,07,,,,,
0.551410,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.551648,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
0.552736,1,22,238000,123,Rx,8,01,FB,01,FD,00,00,00,24
0.552960,1,23,216000,112,Rx,7,02,21,01,F0,00,00,3E,
0.556292,1,2C1,228000,118,Rx,8,08,FD,04,01,6A,A8,00,E7
0.557266,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.557452,1,591,178000,93,Rx,5,26,00,00,00,00,,,
0.557660,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.560390,1,2C4,230000,119,Rx,8,05,2F,00,15,00,80,11,A8
0.561394,1,340,216000,112,Rx,7,10,00,00,00,44,00,9E,
0.562298,1,57F,218000,113,Rx,7,68,00,10,00,00,00,80,
0.563238,1,20,148000,78,Rx,3,00,00,07,,,,,
0.563485,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
0.563733,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.563977,1,2C6,236000,122,Rx,8,00,00,00,18,00,00,00,E8
0.564217,1,25,232000,120,Rx,8,00,16,88,00,82,82,82,51
0.564833,1,22,238000,123,Rx,8,01,FB,01,FD,00,00,00,24
0.565055,1,23,214000,111,Rx,7,02,21,01,F1,00,00,3F,
0.569321,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.569573,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
0.569782,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.575284,1,20,148000,78,Rx,3,00,00,07,,,,,
0.575552,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.576110,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
0.576878,1,22,238000,123,Rx,8,01,FB,01,FD,00,00,00,24
0.577102,1,23,216000,112,Rx,7,02,21,01,F0,00,00,3E,
0.579836,1,2D0,232000,120,Rx,8,09,E9,09,00,10,00,00,E5
0.581406,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.581558,1,320,144000,76,Rx,3,00,20,46,,,,,
0.581766,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.582017,1,3B2,242000,125,Rx,8,00,00,00,00,00,00,00,00
0.583927,1,2C4,228000,118,Rx,8,05,31,00,15,00,80,11,AA
0.587371,1,20,148000,78,Rx,3,00,00,07,,,,,
0.587617,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
0.587865,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.588101,1,2C1,228000,118,Rx,8,08,FD,03,01,6D,A8,00,E9
0.588339,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
0.588969,1,22,238000,123,Rx,8,01,FB,01,FD,00,00,00,24
0.589190,1,23,212000,110,Rx,7,02,20,01,EF,00,00,3C,
0.593438,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.593690,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
0.593898,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.595210,1,2C6,236000,122,Rx,8,00,00,00,18,00,00,00,E8
0.599466,1,20,148000,78,Rx,3,00,00,07,,,,,
0.599734,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.600108,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
0.601056,1,22,236000,122,Rx,8,01,FA,01,FC,00,00,00,22
0.601278,1,23,214000,111,Rx,7,02,22,01,F1,00,00,40,
0.602386,1,56F,126000,67,Rx,2,53,00,,,,,,
0.605548,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.605775,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.607489,1,2C4,228000,118,Rx,8,05,2D,00,15,00,80,11,A6
0.609521,1,340,216000,112,Rx,7,10,00,00,00,44,00,9E,
0.611509,1,20,148000,78,Rx,3,00,00,07,,,,,
0.611755,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
0.612003,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.612241,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
0.612479,1,2D0,230000,119,Rx,8,09,E7,09,00,10,00,00,E3
0.613095,1,22,238000,123,Rx,8,01,FA,01,FD,00,00,00,23
0.613320,1,23,216000,112,Rx,7,02,20,01,F0,00,00,3D,
0.617590,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.617842,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
0.618050,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.619778,1,2C1,232000,120,Rx,8,08,FD,05,01,6C,A8,00,EA
0.620868,1,5D5,178000,93,Rx,5,56,00,00,00,00,,,
0.623552,1,20,148000,78,Rx,3,00,00,07,,,,,
0.623820,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.624122,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
0.625144,1,22,238000,123,Rx,8,01,FB,01,FD,00,00,00,24
0.625363,1,23,210000,109,Rx,7,02,21,01,EF,00,00,3D,
0.626953,1,2C6,236000,122,Rx,8,00,00,00,18,00,00,00,E8
0.629623,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.629775,1,320,144000,76,Rx,3,00,20,46,,,,,
0.629983,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.631025,1,2C4,228000,118,Rx,8,05,2D,00,15,00,80,11,A6
0.635577,1,20,148000,78,Rx,3,00,00,07,,,,,
0.635823,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
0.636071,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.636310,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
0.637174,1,22,238000,123,Rx,8,01,FB,01,FC,00,00,00,23
0.637398,1,23,216000,112,Rx,7,02,22,01,F2,00,00,41,
0.641658,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.641910,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
0.642118,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.643316,1,2D0,234000,121,Rx,8,09,E6,09,00,10,00,00,E2
0.647622,1,20,148000,78,Rx,3,00,00,07,,,,,
0.647890,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.648135,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
0.649220,1,22,236000,122,Rx,8,01,FA,01,FC,00,00,00,22
0.649441,1,23,212000,110,Rx,7,02,20,01,EF,00,00,3C,
0.651412,1,526,140000,74,Rx,3,24,14,B4,,,,,
0.651651,1,2C1,230000,119,Rx,8,08,FD,04,01,6E,A8,00,EB
0.653685,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.653911,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.654583,1,2C4,228000,118,Rx,8,05,2C,00,15,00,80,11,A5
0.657633,1,340,216000,112,Rx,7,10,00,00,00,44,00,9E,
0.658687,1,2C6,236000,122,Rx,8,00,00,00,18,00,00,00,E8
0.659667,1,20,148000,78,Rx,3,00,00,07,,,,,
0.659914,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
0.660162,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.660400,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
0.661254,1,22,238000,123,Rx,8,01,FB,01,FC,00,00,00,23
0.661476,1,23,214000,111,Rx,7,02,23,01,F1,00,00,41,
0.665756,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.666008,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
0.666216,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.671714,1,20,148000,78,Rx,3,00,00,07,,,,,
0.671983,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.672221,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
0.673307,1,22,238000,123,Rx,8,01,FB,01,FC,00,00,00,23
0.673531,1,23,216000,112,Rx,7,02,21,01,F0,00,00,3E,
0.675067,1,2D0,234000,121,Rx,8,09,E4,09,00,10,00,00,E0
0.677789,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.677941,1,320,144000,76,Rx,3,00,20,46,,,,,
0.678149,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.678385,1,2C4,228000,118,Rx,8,05,2B,00,15,00,80,11,A4
0.683251,1,2C1,228000,118,Rx,8,08,FD,05,01,71,A8,00,EF
0.683735,1,20,148000,78,Rx,3,00,00,07,,,,,
0.683981,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
0.684220,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
0.684468,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.685332,1,22,238000,123,Rx,8,01,FB,01,FD,00,00,00,24
0.685552,1,23,212000,110,Rx,7,02,20,01,EF,00,00,3C,
0.689818,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.690070,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
0.690278,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.690522,1,2C6,236000,122,Rx,8,00,00,00,18,00,00,00,E8
0.695784,1,20,148000,78,Rx,3,00,00,07,,,,,
0.696052,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.696291,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
0.697373,1,22,238000,123,Rx,8,01,FB,01,FD,00,00,00,24
0.697595,1,23,214000,111,Rx,7,02,22,01,F1,00,00,40,
0.701684,1,2C4,228000,118,Rx,8,05,2B,00,15,00,80,11,A4
0.701895,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.702127,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.705766,1,340,216000,112,Rx,7,10,00,00,00,44,00,9E,
0.706793,1,2D0,230000,119,Rx,8,09,E5,09,00,10,00,00,E1
0.707833,1,20,148000,78,Rx,3,00,00,07,,,,,
0.708079,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
0.708317,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
0.708565,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.709427,1,22,238000,123,Rx,8,01,FC,01,FD,00,00,00,25
0.709647,1,23,212000,110,Rx,7,02,20,01,EF,00,00,3C,
0.713911,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.714163,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
0.714372,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.714986,1,2C1,232000,120,Rx,8,08,FD,05,01,72,A8,00,F0
0.719874,1,20,148000,78,Rx,3,00,00,07,,,,,
0.720142,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.720380,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
0.721468,1,22,236000,122,Rx,8,01,FA,01,FC,00,00,00,22
0.721690,1,23,214000,111,Rx,7,02,22,01,F1,00,00,40,
0.722170,1,2C6,236000,122,Rx,8,00,00,00,18,00,00,00,E8
0.725220,1,2C4,228000,118,Rx,8,05,2B,00,15,00,80,11,A4
0.725966,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.726118,1,320,144000,76,Rx,3,00,20,46,,,,,
0.726327,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.732009,1,20,148000,78,Rx,3,00,00,07,,,,,
0.732255,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
0.732503,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.732741,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
0.733603,1,22,238000,123,Rx,8,01,FA,01,FD,00,00,00,23
0.733825,1,23,214000,111,Rx,7,02,21,01,F1,00,00,3F,
0.738123,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.738375,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
0.738584,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.738826,1,2D0,234000,121,Rx,8,09,E4,09,00,10,00,00,E0
0.744100,1,20,148000,78,Rx,3,00,00,07,,,,,
0.744368,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.744606,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
0.745698,1,22,238000,123,Rx,8,01,FA,01,FD,00,00,00,23
0.745918,1,23,212000,110,Rx,7,02,1F,01,EE,00,00,3A,
0.746734,1,2C1,228000,118,Rx,8,08,FD,05,01,73,A8,00,F1
0.748794,1,4C1,242000,125,Rx,8,01,00,09,04,00,00,00,00
0.749030,1,2C4,228000,118,Rx,8,05,2C,00,15,00,80,11,A5
0.750174,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.750401,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.753898,1,2C6,236000,122,Rx,8,00,00,00,18,00,00,00,E8
0.754123,1,340,216000,112,Rx,7,10,00,00,00,44,00,9E,
0.756121,1,20,148000,78,Rx,3,00,00,07,,,,,
0.756367,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
0.756605,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
0.756853,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.757717,1,22,238000,123,Rx,8,01,FB,01,FC,00,00,00,23
0.757939,1,23,214000,111,Rx,7,02,22,01,F1,00,00,40,
0.762213,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.762465,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
0.762674,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.768190,1,20,148000,78,Rx,3,00,00,07,,,,,
0.768458,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.768696,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
0.769778,1,22,236000,122,Rx,8,01,FA,01,FC,00,00,00,22
0.769998,1,23,212000,110,Rx,7,02,20,01,EF,00,00,3C,
0.770284,1,2D0,232000,120,Rx,8,09,E2,09,00,10,00,00,DE
0.772326,1,2C4,228000,118,Rx,8,05,2D,00,15,00,80,11,A6
0.774266,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.774418,1,320,144000,76,Rx,3,00,20,46,,,,,
0.774627,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.778466,1,2C1,230000,119,Rx,8,08,FD,05,01,75,A8,00,F3
0.780208,1,20,148000,78,Rx,3,00,00,07,,,,,
0.780455,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
0.780693,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
0.780941,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.781801,1,22,238000,123,Rx,8,01,FB,01,FD,00,00,00,24
0.782025,1,23,216000,112,Rx,7,02,22,01,F0,00,00,3F,
0.785659,1,2C6,236000,122,Rx,8,00,00,00,18,00,00,00,E8
0.786273,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.786525,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
0.786733,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.792247,1,20,148000,78,Rx,3,00,00,07,,,,,
0.792515,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.792754,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
0.793840,1,22,238000,123,Rx,8,01,FB,01,FC,00,00,00,23
0.794062,1,23,214000,111,Rx,7,02,21,01,F1,00,00,3F,
0.795884,1,2C4,232000,120,Rx,8,05,2A,00,15,00,80,11,A3
0.798314,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.798540,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.802026,1,2D0,232000,120,Rx,8,09,E2,09,00,10,00,00,DE
0.802250,1,340,216000,112,Rx,7,10,00,00,00,44,00,9E,
0.804260,1,20,148000,78,Rx,3,00,00,07,,,,,
0.804506,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
0.804754,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.805188,1,25,232000,120,Rx,8,00,16,88,00,82,82,82,51
0.805858,1,22,238000,123,Rx,8,01,FB,01,FC,00,00,00,23
0.806079,1,23,212000,110,Rx,7,02,20,01,EF,00,00,3C,
0.810210,1,2C1,228000,118,Rx,8,08,FD,06,01,72,A8,00,F1
0.810420,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.810673,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
0.810881,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.811125,1,4C3,236000,122,Rx,8,03,00,13,03,00,00,00,00
0.816313,1,20,148000,78,Rx,3,00,00,07,,,,,
0.816581,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.817193,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
0.817438,1,2C6,236000,122,Rx,8,00,00,00,18,00,00,00,E8
0.817906,1,22,238000,123,Rx,8,01,FB,01,FD,00,00,00,24
0.818130,1,23,216000,112,Rx,7,02,22,01,F0,00,00,3F,
0.819416,1,2C4,228000,118,Rx,8,05,24,00,15,00,80,11,9D
0.822390,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.822542,1,320,144000,76,Rx,3,00,20,46,,,,,
0.822750,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.828368,1,20,148000,78,Rx,3,00,00,07,,,,,
0.828614,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
0.828863,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.829185,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
0.829961,1,22,238000,123,Rx,8,01,FA,01,FD,00,00,00,23
0.830185,1,23,216000,112,Rx,7,02,21,01,F0,00,00,3E,
0.833755,1,2D0,234000,121,Rx,8,09,E3,09,00,10,00,00,DF
0.834435,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.834687,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
0.834895,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.840409,1,20,148000,78,Rx,3,00,00,07,,,,,
0.840677,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.841205,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
0.841940,1,2C1,228000,118,Rx,8,08,FD,08,01,70,A8,00,F1
0.842186,1,22,238000,123,Rx,8,01,FB,01,FD,00,00,00,24
0.842410,1,23,216000,112,Rx,7,02,21,01,F0,00,00,3E,
0.842978,1,2C4,232000,120,Rx,8,05,23,00,15,00,80,11,9C
0.846508,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.846734,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.849128,1,2C6,236000,122,Rx,8,00,00,00,18,00,00,00,E8
0.850118,1,340,216000,112,Rx,7,10,00,00,00,44,00,9E,
0.852484,1,20,148000,78,Rx,3,00,00,07,,,,,
0.852731,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
0.852979,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.853217,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
0.854075,1,22,238000,123,Rx,8,01,FB,01,FD,00,00,00,24
0.854299,1,23,216000,112,Rx,7,02,21,01,F0,00,00,3E,
0.858575,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.858827,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
0.859036,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.859222,1,591,178000,93,Rx,5,26,00,00,00,00,,,
0.864560,1,20,148000,78,Rx,3,00,00,07,,,,,
0.864828,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.865210,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
0.865508,1,2D0,234000,121,Rx,8,09,DE,09,00,10,00,00,DA
0.866150,1,22,236000,122,Rx,8,01,FA,01,FC,00,00,00,22
0.866374,1,23,216000,112,Rx,7,02,21,01,F0,00,00,3E,
0.866610,1,2C4,228000,118,Rx,8,05,22,00,15,00,80,11,9B
0.870658,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.870811,1,320,144000,76,Rx,3,00,20,46,,,,,
0.871019,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.873693,1,2C1,228000,118,Rx,8,08,FD,07,01,73,A8,00,F3
0.876601,1,20,148000,78,Rx,3,00,00,07,,,,,
0.876847,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
0.877095,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.877333,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
