time,bus,id,length,bitcount,mode,bytes,b1,b2,b3,b4,b5,b6,b7,b8
0.878189,1,22,238000,123,Rx,8,01,FB,01,FC,00,00,00,23
0.878414,1,23,216000,112,Rx,7,02,21,01,F0,00,00,3E,
0.880855,1,2C6,236000,122,Rx,8,00,00,00,18,00,00,00,E8
0.882662,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.882914,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
0.883122,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.883372,1,3B2,242000,125,Rx,8,00,00,00,00,00,00,00,00
0.888644,1,20,148000,78,Rx,3,00,00,07,,,,,
0.888912,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.889223,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
0.890079,1,2C4,232000,120,Rx,8,05,23,00,15,00,80,11,9C
0.890323,1,22,236000,122,Rx,8,01,FA,01,FC,00,00,00,22
0.890547,1,23,216000,112,Rx,7,02,22,01,F0,00,00,3F,
0.894735,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.894961,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.897233,1,2D0,232000,120,Rx,8,09,D7,09,00,10,00,00,D3
0.898253,1,340,216000,112,Rx,7,10,00,00,00,44,00,9E,
0.900685,1,20,148000,78,Rx,3,00,00,07,,,,,
0.900931,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
0.901179,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.901418,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
0.902280,1,22,238000,123,Rx,8,01,FB,01,FD,00,00,00,24
0.902500,1,23,212000,110,Rx,7,02,20,01,EF,00,00,3C,
0.905420,1,2C1,228000,118,Rx,8,08,FD,08,01,75,A8,00,F6
0.906746,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.906998,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
0.907206,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.912606,1,2C6,236000,122,Rx,8,00,00,00,18,00,00,00,E8
0.912762,1,20,148000,78,Rx,3,00,00,07,,,,,
0.913030,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.913268,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
0.913610,1,2C4,228000,118,Rx,8,05,24,00,15,00,80,11,9D
0.914362,1,22,238000,123,Rx,8,01,FB,01,FD,00,00,00,24
0.914586,1,23,216000,112,Rx,7,02,21,01,F0,00,00,3E,
0.918632,1,5B8,120000,64,Rx,2,33,10,,,,,,
0.918842,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.918994,1,320,144000,76,Rx,3,00,20,46,,,,,
0.919203,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.924747,1,20,148000,78,Rx,3,00,00,07,,,,,
0.924993,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
0.925241,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.925479,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
0.926339,1,22,236000,122,Rx,8,01,FA,01,FC,00,00,00,22
0.926563,1,23,216000,112,Rx,7,02,21,01,F0,00,00,3E,
0.928983,1,2D0,232000,120,Rx,8,09,D1,09,00,10,00,00,CD
0.930807,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.931059,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
0.931268,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.932084,1,4C6,240000,124,Rx,8,07,00,01,00,00,00,00,00
0.936770,1,20,148000,78,Rx,3,00,00,07,,,,,
0.937038,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.937276,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
0.937514,1,2C1,230000,119,Rx,8,08,FD,07,01,78,A8,00,F8
0.937754,1,2C4,232000,120,Rx,8,05,23,00,15,00,80,11,9C
0.938358,1,22,238000,123,Rx,8,01,FB,01,FC,00,00,00,23
0.938579,1,23,212000,110,Rx,7,02,20,01,EF,00,00,3C,
0.942860,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.943087,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.944335,1,2C6,236000,122,Rx,8,00,00,00,18,00,00,00,E8
0.946363,1,340,216000,112,Rx,7,10,00,00,00,44,00,9E,
0.948817,1,20,148000,78,Rx,3,00,00,07,,,,,
0.949063,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
0.949311,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.949549,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
0.950411,1,22,238000,123,Rx,8,01,FB,01,FC,00,00,00,23
0.950633,1,23,214000,111,Rx,7,02,22,01,F1,00,00,40,
0.954893,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.955145,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
0.955354,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.960715,1,2D0,232000,120,Rx,8,09,D0,09,00,10,00,00,CC
0.960953,1,2C4,230000,119,Rx,8,05,26,00,15,00,80,11,9F
0.961110,1,20,148000,78,Rx,3,00,00,07,,,,,
0.961378,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.961616,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
0.962710,1,22,238000,123,Rx,8,01,FB,01,FD,00,00,00,24
0.962934,1,23,216000,112,Rx,7,02,21,01,F0,00,00,3E,
0.965728,1,52C,122000,65,Rx,2,23,A2,,,,,,
0.966934,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.967086,1,320,144000,76,Rx,3,00,20,46,,,,,
0.967295,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.968911,1,2C1,234000,121,Rx,8,08,FD,07,01,7B,A8,00,FB
0.969851,1,540,148000,78,Rx,3,24,80,00,,,,,
0.972909,1,20,148000,78,Rx,3,00,00,07,,,,,
0.973155,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
0.973393,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
0.973641,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.973960,1,423,106000,57,Rx,1,00,,,,,,,
0.974500,1,22,238000,123,Rx,8,01,FA,01,FD,00,00,00,23
0.974718,1,23,210000,109,Rx,7,02,21,01,EF,00,00,3D,
0.976088,1,2C6,236000,122,Rx,8,00,00,00,18,00,00,00,E8
0.979102,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.979354,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
0.979562,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.982150,1,5C8,162000,85,Rx,4,25,00,00,00,,,,
0.984274,1,2C4,232000,120,Rx,8,05,21,00,15,00,80,11,9A
0.985054,1,20,148000,78,Rx,3,00,00,07,,,,,
0.985322,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.985561,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
0.986249,1,5D2,162000,85,Rx,4,25,00,00,00,,,,
0.986649,1,22,236000,122,Rx,8,01,FA,01,FC,00,00,00,22
0.986871,1,23,214000,111,Rx,7,02,22,01,F1,00,00,40,
0.989271,1,5F8,126000,67,Rx,2,23,00,,,,,,
0.991153,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
0.991379,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
0.992465,1,2D0,232000,120,Rx,8,09,D0,09,00,10,00,00,CC
0.994493,1,340,216000,112,Rx,7,10,00,00,00,44,00,9E,
0.997111,1,20,148000,78,Rx,3,00,00,07,,,,,
0.997357,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
0.997596,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
0.997844,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
0.998706,1,22,238000,123,Rx,8,01,FB,01,FC,00,00,00,23
0.998926,1,23,212000,110,Rx,7,02,20,01,EF,00,00,3C,
0.999060,1,56F,126000,67,Rx,2,53,00,,,,,,
1.000656,1,2C1,232000,120,Rx,8,08,FD,08,01,78,A8,00,F9
1.003176,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.003428,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
1.003637,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.007808,1,2C4,228000,118,Rx,8,05,22,00,15,00,80,11,9B
1.008053,1,2C6,236000,122,Rx,8,00,00,00,18,00,00,00,E8
1.009151,1,20,148000,78,Rx,3,00,00,07,,,,,
1.009419,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.009657,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.010745,1,22,238000,123,Rx,8,01,FB,01,FD,00,00,00,24
1.010971,1,23,218000,113,Rx,7,02,23,01,F0,00,00,40,
1.015231,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.015383,1,320,144000,76,Rx,3,00,20,46,,,,,
1.015591,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.021175,1,20,148000,78,Rx,3,00,00,07,,,,,
1.021422,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
1.021660,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.021908,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.022770,1,22,238000,123,Rx,8,01,FC,01,FD,00,00,00,25
1.022994,1,23,216000,112,Rx,7,02,21,01,F0,00,00,3E,
1.024200,1,2D0,234000,121,Rx,8,09,D2,09,00,10,00,00,CE
1.027278,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.027530,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
1.027739,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.031366,1,2C4,228000,118,Rx,8,05,24,00,15,00,80,11,9D
1.032382,1,2C1,232000,120,Rx,8,08,FD,07,01,7D,A8,00,FD
1.033291,1,20,148000,78,Rx,3,00,00,07,,,,,
1.033559,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.033797,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.034883,1,22,238000,123,Rx,8,01,FB,01,FD,00,00,00,24
1.035103,1,23,212000,110,Rx,7,02,20,01,EF,00,00,3C,
1.037423,1,5D4,144000,76,Rx,3,24,00,00,,,,,
1.039393,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.039637,1,2C6,236000,122,Rx,8,00,00,00,18,00,00,00,E8
1.039845,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.042605,1,340,216000,112,Rx,7,10,00,00,00,44,00,9E,
1.045405,1,20,148000,78,Rx,3,00,00,07,,,,,
1.045651,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
1.045900,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.046272,1,25,232000,120,Rx,8,00,16,88,00,82,82,82,51
1.046996,1,22,238000,123,Rx,8,01,FB,01,FD,00,00,00,24
1.047218,1,23,214000,111,Rx,7,02,22,01,F1,00,00,40,
1.048128,1,5D5,178000,93,Rx,5,56,00,00,00,00,,,
1.051486,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.051738,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
1.051946,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.054906,1,2C4,230000,119,Rx,8,05,25,00,15,00,80,11,9E
1.055942,1,2D0,232000,120,Rx,8,09,D1,09,00,10,00,00,CD
1.057502,1,20,148000,78,Rx,3,00,00,07,,,,,
1.057771,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.058281,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.059093,1,22,238000,123,Rx,8,01,FB,01,FD,00,00,00,24
1.059313,1,23,212000,110,Rx,7,02,1F,01,EF,00,00,3B,
1.063607,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.063759,1,320,144000,76,Rx,3,00,20,46,,,,,
1.063967,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.064209,1,2C1,234000,121,Rx,8,08,FD,07,01,7B,A8,00,FB
1.069577,1,20,148000,78,Rx,3,00,00,07,,,,,
1.069823,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
1.070072,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.070310,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.071172,1,22,238000,123,Rx,8,01,FA,01,FD,00,00,00,23
1.071394,1,23,214000,111,Rx,7,02,22,01,F1,00,00,40,
1.071638,1,2C6,236000,122,Rx,8,00,00,00,18,00,00,00,E8
1.075666,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.075918,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
1.076127,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.078471,1,2C4,232000,120,Rx,8,05,1F,00,15,00,80,11,98
1.081005,1,583,180000,94,Rx,5,66,62,00,02,00,,,
1.081647,1,20,148000,78,Rx,3,00,00,07,,,,,
1.081916,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.082280,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.083244,1,22,238000,123,Rx,8,01,FB,01,FC,00,00,00,23
1.083468,1,23,216000,112,Rx,7,02,21,01,F0,00,00,3E,
1.087670,1,2D0,230000,119,Rx,8,09,D3,09,00,10,00,00,CF
1.087880,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.088106,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.090740,1,340,216000,112,Rx,7,10,00,00,00,44,00,9E,
1.093736,1,20,148000,78,Rx,3,00,00,07,,,,,
1.093982,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
1.094230,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.094468,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.095328,1,22,238000,123,Rx,8,01,FB,01,FD,00,00,00,24
1.095549,1,23,212000,110,Rx,7,02,20,01,EF,00,00,3C,
1.095871,1,2C1,230000,119,Rx,8,08,FD,08,01,77,A8,00,F8
1.099821,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.100073,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
1.100281,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.102003,1,2C4,228000,118,Rx,8,05,17,00,15,00,80,11,90
1.103047,1,2C6,236000,122,Rx,8,00,00,00,18,00,00,00,E8
1.105777,1,20,148000,78,Rx,3,00,00,07,,,,,
1.106045,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.106286,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.107369,1,22,238000,123,Rx,8,01,FB,01,FD,00,00,00,24
1.107594,1,23,216000,112,Rx,7,02,22,01,F2,00,00,41,
1.111873,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.112026,1,320,144000,76,Rx,3,00,20,46,,,,,
1.112234,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.117836,1,20,148000,78,Rx,3,00,00,07,,,,,
1.118082,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
1.118320,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.118568,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.119424,1,2D0,232000,120,Rx,8,09,D0,09,00,10,00,00,CC
1.119671,1,22,238000,123,Rx,8,01,FB,01,FC,00,00,00,23
1.119895,1,23,216000,112,Rx,7,02,20,01,F0,00,00,3D,
1.123913,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.124165,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
1.124373,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.125563,1,2C4,230000,119,Rx,8,05,1A,00,15,00,80,11,93
1.127617,1,2C1,228000,118,Rx,8,08,FD,09,01,78,A8,00,FA
1.129855,1,20,148000,78,Rx,3,00,00,07,,,,,
1.130123,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.130362,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.131451,1,22,236000,122,Rx,8,01,FA,01,FC,00,00,00,22
1.131674,1,23,214000,111,Rx,7,02,22,01,F1,00,00,40,
1.134773,1,2C6,236000,122,Rx,8,00,00,00,18,00,00,00,E8
1.135921,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.136158,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.138849,1,340,216000,112,Rx,7,10,00,00,00,44,00,9E,
1.141875,1,20,148000,78,Rx,3,00,00,07,,,,,
1.142122,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
1.142360,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.142608,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.143468,1,22,238000,123,Rx,8,01,FB,01,FD,00,00,00,24
1.143690,1,23,214000,111,Rx,7,02,21,01,F1,00,00,3F,
1.147938,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.148190,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
1.148399,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.149107,1,2C4,230000,119,Rx,8,05,19,00,15,00,80,11,92
1.151157,1,2D0,234000,121,Rx,8,09,C8,09,00,10,00,00,C4
1.151305,1,526,140000,74,Rx,3,24,14,64,,,,,
1.153887,1,20,148000,78,Rx,3,00,00,07,,,,,
1.154155,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.154393,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.155487,1,22,238000,123,Rx,8,01,FA,01,FD,00,00,00,23
1.155708,1,23,212000,110,Rx,7,02,1F,01,EF,00,00,3B,
1.155866,1,5D7,142000,75,Rx,3,64,00,00,,,,,
1.159338,1,2C1,228000,118,Rx,8,08,FD,0A,01,78,A8,00,FB
1.159960,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.160112,1,320,144000,76,Rx,3,00,20,46,,,,,
1.160320,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.160507,1,591,178000,93,Rx,5,26,00,00,00,00,,,
1.165902,1,20,148000,78,Rx,3,00,00,07,,,,,
1.166149,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
1.166387,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.166635,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.166879,1,2C6,236000,122,Rx,8,00,00,00,18,00,00,00,E8
1.167499,1,22,238000,123,Rx,8,01,FB,01,FC,00,00,00,23
1.167721,1,23,214000,111,Rx,7,02,22,01,F1,00,00,40,
1.172101,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.172353,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
1.172562,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.172800,1,2C4,230000,119,Rx,8,05,1A,00,15,00,80,11,93
1.178078,1,20,148000,78,Rx,3,00,00,07,,,,,
1.178346,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.178584,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.179668,1,22,238000,123,Rx,8,01,FB,01,FC,00,00,00,23
1.179888,1,23,212000,110,Rx,7,02,20,01,EF,00,00,3C,
1.182906,1,2D0,236000,122,Rx,8,09,C0,09,00,10,00,00,BC
1.184146,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.184396,1,3B2,242000,125,Rx,8,00,00,00,00,00,00,00,00
1.184605,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.186981,1,340,216000,112,Rx,7,10,00,00,00,44,00,9E,
1.187133,1,520,144000,76,Rx,3,A4,00,92,,,,,
1.190123,1,20,148000,78,Rx,3,00,00,07,,,,,
1.190369,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
1.190607,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.190855,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.191092,1,2C1,228000,118,Rx,8,08,FD,09,01,79,A8,00,FB
1.191710,1,22,238000,123,Rx,8,01,FC,01,FC,00,00,00,24
1.191928,1,23,210000,109,Rx,7,02,21,01,EF,00,00,3D,
1.196197,1,2C4,228000,118,Rx,8,05,1E,00,15,00,80,11,97
1.196408,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.196660,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
1.196868,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.198254,1,2C6,236000,122,Rx,8,00,00,00,18,00,00,00,E8
1.202176,1,20,148000,78,Rx,3,00,00,07,,,,,
1.202444,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.202682,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.203768,1,22,238000,123,Rx,8,01,FB,01,FD,00,00,00,24
1.203992,1,23,216000,112,Rx,7,02,21,01,F0,00,00,3E,
1.208260,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.208413,1,320,144000,76,Rx,3,00,20,46,,,,,
1.208621,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.214209,1,20,148000,78,Rx,3,00,00,07,,,,,
1.214455,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
1.214703,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.214941,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.215181,1,2D0,232000,120,Rx,8,09,BF,09,00,10,00,00,BB
1.215807,1,22,238000,123,Rx,8,01,FB,01,FD,00,00,00,24
1.216028,1,23,212000,110,Rx,7,02,20,01,EF,00,00,3C,
1.219759,1,2C4,230000,119,Rx,8,05,19,00,15,00,80,11,92
1.220307,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.220560,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
1.220768,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.222820,1,2C1,230000,119,Rx,8,08,FD,0A,01,76,A8,00,F9
1.226276,1,20,148000,78,Rx,3,00,00,07,,,,,
1.226544,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.226782,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.227868,1,22,238000,123,Rx,8,01,FB,01,FD,00,00,00,24
1.228092,1,23,216000,112,Rx,7,02,21,01,F0,00,00,3E,
1.230006,1,2C6,236000,122,Rx,8,00,00,00,18,00,00,00,E8
1.232350,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.232576,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.235092,1,340,216000,112,Rx,7,10,00,00,00,44,00,9E,
1.238304,1,20,148000,78,Rx,3,00,00,07,,,,,
1.238550,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
1.238799,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.239037,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.239895,1,22,236000,122,Rx,8,01,FA,01,FC,00,00,00,22
1.240113,1,23,210000,109,Rx,7,02,21,01,EF,00,00,3D,
1.243297,1,2C4,230000,119,Rx,8,05,1A,00,15,00,80,11,93
1.244407,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.244659,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
1.244867,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.246383,1,2D0,232000,120,Rx,8,09,BD,09,00,10,00,00,B9
1.250373,1,20,148000,78,Rx,3,00,00,07,,,,,
1.250642,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.250880,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.251960,1,22,236000,122,Rx,8,01,FA,01,FC,00,00,00,22
1.252178,1,23,210000,109,Rx,7,02,21,01,EF,00,00,3D,
1.254570,1,2C1,228000,118,Rx,8,08,FD,0A,01,75,A8,00,F8
1.256440,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.256592,1,320,144000,76,Rx,3,00,20,46,,,,,
1.256800,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.261734,1,2C6,236000,122,Rx,8,00,00,00,18,00,00,00,E8
1.262382,1,20,148000,78,Rx,3,00,00,07,,,,,
1.262628,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
1.262866,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.263114,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.263970,1,22,238000,123,Rx,8,01,FB,01,FC,00,00,00,23
1.264195,1,23,216000,112,Rx,7,02,21,01,F0,00,00,3E,
1.266856,1,2C4,228000,118,Rx,8,05,18,00,15,00,80,11,91
1.268440,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.268693,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
1.268901,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.274409,1,20,148000,78,Rx,3,00,00,07,,,,,
1.274649,1,420,232000,120,Rx,8,FF,FD,FF,FD,00,F9,80,9D
1.274897,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.275135,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.275999,1,22,238000,123,Rx,8,01,FB,01,FC,00,00,00,23
1.276218,1,23,210000,109,Rx,7,02,21,01,EF,00,00,3D,
1.278113,1,2D0,234000,121,Rx,8,09,BE,09,00,10,00,00,BA
1.280493,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.280720,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.283228,1,340,216000,112,Rx,7,10,00,00,00,44,00,9E,
1.286297,1,2C1,228000,118,Rx,8,08,FD,0A,01,78,A8,00,FB
1.286458,1,20,148000,78,Rx,3,00,00,07,,,,,
1.286704,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
1.286952,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.287362,1,25,232000,120,Rx,8,00,16,88,00,82,82,82,51
1.288046,1,22,238000,123,Rx,8,01,FB,01,FD,00,00,00,24
1.288264,1,23,210000,109,Rx,7,02,21,01,EF,00,00,3D,
1.290396,1,2C4,230000,119,Rx,8,05,19,00,15,00,80,11,92
1.292522,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.292775,1,224,244000,126,Rx,8,00,00,00,00,00,01,00,00
1.292983,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.293495,1,2C6,236000,122,Rx,8,00,00,00,18,00,00,00,E8
1.298489,1,20,148000,78,Rx,3,00,00,07,,,,,
1.298757,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.299351,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.300085,1,22,238000,123,Rx,8,01,FB,01,FC,00,00,00,23
1.300307,1,23,214000,111,Rx,7,02,21,01,F1,00,00,3F,
1.304585,1,B0,202000,105,Rx,6,00,00,00,00,11,00,,
1.304737,1,320,144000,76,Rx,3,00,20,46,,,,,
1.304946,1,B2,200000,104,Rx,6,00,00,00,00,11,00,,
1.309861,1,2D0,232000,120,Rx,8,09,BD,09,00,10,00,00,B9
1.310527,1,20,148000,78,Rx,3,00,00,07,,,,,
1.310774,1,223,238000,123,Rx,8,00,00,00,00,00,00,00,2D
1.311022,1,B4,240000,124,Rx,8,00,00,00,00,00,00,00,BC
1.311356,1,25,230000,119,Rx,8,00,16,88,00,78,78,78,33
1.312124,1,22,238000,123,Rx,8,01,FB,01,FD,00,00,00,24
